bucket	date	oca_title	best_ours	score
present	11-19	Repose of Saint Philaret (Drozdov), Metropolitan of Moscow	Our Holy Father Philaret, Metropolitan of Moscow (1867)	1.0
missing	11-19	“Consolation in Afflictions and Sorrows” Icon of the Mother of God		0.0
probable	11-19	Saints Barlaam the monk and Prince Ioasaph of India	Holy Martyr Barlaam of Antioch (304)	0.5
present	11-20	Forefeast of the Entry into the Temple of the Most Holy Theotokos	Forefeast of Entry	1.0
present	11-20	Venerable Gregory the Decapolite	Ven. Gregory Decapolites	1.0
present	11-20	Saint Proclus, Archbishop of Constantinople	Our Holy Father Proclus, Archbishop of Constantinople (447)	1.0
missing	11-20	Venerable Diodoros, Igoumen of George Hill		0.0
missing	11-20	Martyr Dasius of Dorostorum		0.0
missing	11-20	Martyrs Eustace, Thespesius, and Anatolius of Nicea		0.0
missing	11-20	Hieromartyrs Nerses and Joseph and many other men and women who suffered with them in Persia		0.0
missing	11-20	Saint Theoctistus the Confessor		0.0
present	11-21	The Entry of the Most Holy Mother of God into the Temple	Entry of the Most-Holy Theotokos into the Temple	0.8
missing	11-22	Afterfeast of the Entry of the Most Holy Mother of God into the Temple		0.0
present	11-22	Apostles of the Seventy Philemon and Archippus, Martyr Apphia, wife of Philemon and Equal-to-the-Apostles, and Onesimus, disciple of Saint Paul	Apostles of the 70 Philemon, Archippus, Apphia, and Onesimus	1.0
present	11-22	Martyr Michael, Prince of Tver	St Michael, Prince of Tver	1.0
probable	11-22	Blessed Yaropolk (in Baptism Peter), Prince of Vladimir-Volhynia	Holy Prince and Passion-Bearer Peter Yaropolk (1086)	0.6
present	11-22	Virgin Martyr Cecilia and the Holy Martyrs Valerian, Tiburtius and Maximus at Rome	Holy Martyrs Cecilia, Valerian, Tiburtius and Maximus, at Rome (3rd c.)	1.0
elsewhere	11-22	Martyr Procopius the Reader at Caesarea, in Palestine	07-08  Greatmartyr Procopius of Caesarea	1.0
missing	11-22	Martyr Menignus at Parium		0.0
missing	11-22	Saint Agabbas of Syria		0.0
probable	11-22	Righteous Michael the soldier of Potouka, Bulgaria	St Michael, Prince of Tver	0.33
present	11-22	Saint Kallistos II, Patriarch of Constantinople	Kallistos Xanthopoulos, Patriarch of Constantinople	1.0
missing	11-22	New Hieromartyr Alexis (Benemanskii) of Tver		0.0
missing	11-22	New Hieromartyr Elias (Gromoglasov) of Tver		0.0
missing	11-23	Afterfeast of the Entry of the Most Holy Mother of God into the Temple		0.0
present	11-23	Saint Amphilokhios, Bishop of Iconium	Our Holy Father Amphilocus, Bishop of Iconium (395)	1.0
present	11-23	Saint Gregory, Bishop of Agrigentum	Gregory, Bishop of Agrigentum	1.0
present	11-23	Repose of Saint Alexander Nevsky	Rt. Blv. Great Prince Alexander Nevsky	1.0
missing	11-23	Saint Metrophanes (in schema Macarius), Bishop of Voronezh		0.0
present	11-23	Sisinius the Confessor, Bishop of Cyzicus	Sisinios the Confessor	1.0
missing	11-23	Martyr Theodore of Antioch		0.0
missing	11-23	Ven. Anthony of Iezeru-Vâlcea Skete		0.0
probable	11-23	Hieromartyr Gregory (Peradze) of Georgia	Gregory, Bishop of Agrigentum	0.5
missing	11-24	Afterfeast of the Entry of the Most Holy Mother of God into the Temple		0.0
present	11-24	Great Martyr Katherine of Alexandria	Greatmartyr Catherine of Alexandria	1.0
present	11-24	Great Martyr Mercurius of Caesarea, in Cappadocia	Great Martyr Mercurius (ca. 259)	1.0
present	11-24	Martyr Mercurius of Smolensk	Holy Martyr Mercurius of Smolensk (1238)	1.0
present	11-24	Venerable Mercurius the Faster of the Kiev Caves	Great Martyr Mercurius (ca. 259)	1.0
probable	11-24	Empress Augusta, Porphyrius the General, the 50 philosophers and the 200 Soldiers martyred with the Great Martyr Katherine	Greatmartyr Catherine of Alexandria	0.5
missing	11-24	Virgin Martyr Mastridia of Alexandria		0.0
missing	11-24	Venerable Simon, Abbot of Soiga Monastery, Vologda		0.0
present	11-25	Leavetaking of the Entry of the Most Holy Theotokos Into the Temple	Leavetaking of the Entry	1.0
missing	11-25	Hieromartyr Clement, Pope of Rome		0.0
missing	11-25	Hieromartyr Peter, Archbishop of Alexandria		0.0
elsewhere	11-25	Saint Clement of Ochrid, Equal of the Apostles, Bishop of Greater Macedonia, and his companions Nahum, Savva, Gorazd and Angelar	07-27  St Clement, Archbishop of Ochrid (916)	1.0
missing	11-26	The Righteous Gideon		0.0
probable	11-26	Venerable Alypius the Stylite of Adrianopolis	Ven. Alypius the Stylite	0.67
probable	11-26	Dedication of the Church of the Greatmartyr George at Kiev	Holy New Martyr George of Chios (1897)	0.5
present	11-26	Repose of Saint Innocent, first Bishop of Irkutsk	Our Holy Father Innocent, Bishop of Irkutsk (1731)	1.0
missing	11-26	Venerable James the Solitary of Syria		0.0
present	11-26	Venerable Stylianus of Paphlagonia	Stylianos the Monk of Paphlagonia	1.0
probable	11-26	Venerable Nikon “Metanoeite,” the Preacher of Repentance	"St Nikon Metanoite (""Repent!"") (ca. 1000)"	0.67
elsewhere	11-26	Saints Athanasios and Theodosios of Cherepovets, disciples of Saint Sergius of Radonezh	09-25  Our Holy Father Sergius of Radonezh (1392)	1.0
probable	11-27	Greatmartyr James the Persian	James the Wonderworker, Bishop of Rostov	0.5
missing	11-27	Venerable Palladius of Thessalonica		0.0
present	11-27	Saint James the Wonderworker, Bishop of Rostov	James the Wonderworker, Bishop of Rostov	1.0
missing	11-27	Uncovering of the relics of Saint Vsévolod (Gabriel) of Pskov		0.0
missing	11-27	17 Monastic Martyrs in India		0.0
missing	11-27	Venerable Romanós of Cilicia		0.0
missing	11-27	Repose of Venerable Diodorus, Igoumen of George Hill		0.0
missing	11-27	Commemoration of the Weeping Icon of the Mother of God “of the Sign” at Novgorod		0.0
missing	11-27	“Kursk-Root” Icon of the Mother of God		0.0
missing	11-27	Icon of the Mother of God of Abalaka		0.0
missing	11-27	Saint Theodosius of Trnovo		0.0
missing	11-27	Icon of the Mother of God of Tsarskoe Selo		0.0
missing	11-27	“Seraphim-Ponetaevka” Icon of the Mother of God		0.0
present	11-28	Monastic Martyr and Confessor Stephen the New	Monk Martyr and Confessor Stephen the New	1.0
missing	11-28	Monastic Martyrs and Confessors Auxentius, Basil, Gregory, another Gregory, John, Andrew, Peter and many others		0.0
missing	11-28	Martyr Anna		0.0
present	11-28	Martyr Irenarchus and Seven Women Martyrs at Sebaste	Martyr Irenarchus and Seven Women Martyrs at Sebaste	1.0
missing	11-28	Saint Theodore, Archbishop of Rostov		0.0
present	11-28	Martyr Timothy and his companions, at Tiberiopolis	Martyr Timothy and his Companions at Tiberiopolis	1.0
missing	11-28	Hieromartyr Metropolitan Seraphim (Chichagov)		0.0
missing	11-28	Martyr Hristo of Bulgaria		0.0
probable	11-29	Martyr Paramon and 370 Martyrs in Bithynia	Martyr Paramon and Companions	0.5
missing	11-29	Martyr Philoumenus of Ancyra		0.0
missing	11-29	Martyr Valerian		0.0
present	11-29	Martyr Phaedrus	Phaedrus the Martyr	1.0
missing	11-29	Venerable Acacius of Sinai, who is mentioned in the Ladder		0.0
elsewhere	11-29	Venerable Nectarius the Obedient of the Kiev Near Caves	04-08  Rufus the Obedient of the Kiev Caves	0.75
missing	11-29	Hieromartyr Abibus, Bishop of Nekresi in Georgia		0.0
missing	11-30	Venerable Sebastian Dabovich		0.0
present	11-30	Apostle Andrew, the Holy and All-Praised First-Called	Holy Apostle Andrew the First Called	1.0
probable	11-30	Saint Frumentius, Archbishop of Abyssinia, Ethiopia	Our Venerable Father Frumentius, first Bishop of Ethiopia (4th c.)	0.67
probable	11-30	Entrance of the Apostle Andrew into Georgia	Holy Apostle Andrew the First Called	0.33
missing	11-30	Saint Vakhtang Gorgasali, King of Georgia		0.0
probable	11-30	Hierarch Peter, first Catholicos of Georgia	Our Venerable Father Frumentius, first Bishop of Ethiopia (4th c.)	0.33
missing	11-30	Hierarch Samuel, Second Catholicos of Georgia		0.0
present	12-01	Prophet Nahum	Prophet Nahum	1.0
probable	12-01	Righteous Philaret the Merciful of Amnia in Asia Minor	Saint Philaret the Merciful of Constantinople (762)	0.67
missing	12-01	Martyr Ananias of Persia		0.0
missing	12-01	Venerable Botolph of Iken		0.0
missing	12-02	Venerable Alexei (Kabalyuk)		0.0
present	12-02	Prophet Habakkuk	Holy Prophet Habbakuk (Abbacum) (7th c. BC).	1.0
present	12-02	Venerable Athanasius “the Resurrected One”, Recluse of the Kiev Near Caves	"Our Holy Father Athanasius ""the Resurrected,"" Recluse of the Kiev Caves (1176)"	1.0
present	12-02	Venerable Athanasius the Recluse of the Kiev Caves	"Our Holy Father Athanasius ""the Resurrected,"" Recluse of the Kiev Caves (1176)"	1.0
present	12-02	Martyr Myrope of Chios	Holy Martyr Myrope (Myropea) of Chios (251)	1.0
missing	12-02	Saints John, Heraclemon, Andrew, and Theophilus, of Egypt		0.0
missing	12-02	Saint Jesse, Bishop of Tsilkani, Georgia		0.0
present	12-02	Saint Stephen Urosh, King of Serbia	Saint (Stephen) Uroš, King of Serbia (1367)	0.75
present	12-02	Venerable Joannicius of Devic	Joannicos the Monk of Devich	1.0
missing	12-02	Synaxis of the Gerontissa Icon of the Mother of God		0.0
probable	12-02	Saint Porphyrios, Wonderworker of Kavsokaliva	Saint Porphyrios of Kavsokalyvia (1991) (Nov. 19 OC)	0.5
present	12-03	Prophet Zephaniah	Prophet Zephaniah	1.0
probable	12-03	Venerable Savva, Igoumen of Zvenigorod, Disciple of Venerable Sergius of Radonezh	Ven. Savva of Zvenigorod	0.67
missing	12-03	Saint Theodoulus, Eparch of Constantinople		0.0
probable	12-03	Venerable John the Silent of Saint Sabbas Monastery	Our Venerable Father John the Silent, Bishop of Colonia (558)	0.67
present	12-03	Hieromartyr Theodore, Archbishop of Alexandria	Theodore, Archbishop of Alexandria	1.0
missing	12-03	Monastic Martyr Cosmas of Saint Anne Skete, Mount Athos		0.0
missing	12-03	Venerable George of Cernica		0.0
present	12-03	New Martyr Angelos of Chios	Angelis the New Martyr	1.0
probable	12-04	Glorification of the Priestmartyr Alexander Hotovitzky	Hieromartyr Alexander Hotovitzky, Missionary to America (1937)	0.5
present	12-04	Greatmartyr Barbara and Martyr Juliana, at Heliopolis in Syria	Juliana the Martyr of Heliopolis	1.0
present	12-04	Venerable John of Damascus	Our Righteous Father John of Damascus (760)	1.0
probable	12-04	Saint John, Bishop of Polybotum	Our Righteous Father John of Damascus (760)	0.5
present	12-04	Saint Gennadius, Archbishop of Novgorod	Saint Gennadius, Archbishop of Novgorod (1505)	1.0
missing	12-04	Hieromartyr Seraphim Archbishop of Phanarion and Neochorion		0.0
missing	12-04	Icon of the Mother of God of Damascus		0.0
present	12-05	Venerable Savva the Sanctified	Ven. Sabbas the Sanctified	1.0
elsewhere	12-05	Saint Gurias, Archbishop of Kazan	10-04  Unc. Rel. Gurias of Kazan and Varsanuphy of Tver	1.0
missing	12-05	Martyr Anastasius the Fuller of Salona in Dalmatia		0.0
missing	12-05	Venerable Karion (Cyrion) and his son, Venerable Zachariah, of Egypt		0.0
probable	12-05	Venerable Nectarius of Bitolya and Mount Athos	St Cosmas the Protos of Mount Athos and his companions (ca. 1274)	0.5
probable	12-05	Venerable Philotheus of Karyes, Mount Athos	St Cosmas the Protos of Mount Athos and his companions (ca. 1274)	0.5
missing	12-05	Monastic Martyrs of Karyes		0.0
missing	12-05	Saint Crispina		0.0
present	12-06	Saint Nicholas the Wonderworker, Archbishop of Myra in Lycia	St Nicholas the Wonderworker, Abp. of Myra in Lycia	1.0
present	12-06	Saint Maximus, Metropolitan of Kiev	St Maximus, Metropolitan of Kiev & Vladimir (1305)	1.0
present	12-07	Saint Ambrose, Bishop of Milan	St Ambrose, Bishop of Milan	1.0
missing	12-07	Venerable Anthony, Abbot of Siya, Novgorod		0.0
probable	12-07	Venerable Nilus of Stolbensk Lake	Ven. Nilus of Stolobensk	0.33
missing	12-07	Venerable John the Faster of the Kiev Near Caves		0.0
present	12-07	Martyr Athenodorus of Mesopotamia	Athenodoros the Martyr of Mesopotamia	1.0
missing	12-07	Venerable Paul the Obedient		0.0
missing	12-07	Saint Philothea of Thrace, Protectress of Romania		0.0
missing	12-07	Venerable Gregory, founder of Grigoriou Monastery, Mount Athos		0.0
elsewhere	12-07	“Vladimir” Icon of the Mother of God of Seliger	08-26  Vladimir Icon	1.0
present	12-08	Venerable Patapius of Thebes	Ven. Patapius of Thebes	1.0
missing	12-08	Venerable Cyril, Abbot of Chelma Hill		0.0
present	12-08	Holy Apostles of the Seventy: Sosthenes, Apollos, Cephas, Tychicus, Epaphroditus, Caesar, and Onesiphorus	Holy Apostles Sosthenes, Apollos, Tychicus and Epaphroditus, Cephas and Caesar	1.0
missing	12-08	Martyr Anthusa at Rome		0.0
missing	12-08	362 Martyrs of Africa (62 Clergy and 300 Laypeople)		0.0
present	12-09	Conception of the Most Holy Theotokos by Saint Anna	Conception by St Anna of the Theotokos	1.0
present	12-09	Prophetess Hannah the mother of the Prophet Samuel	St Hannah (Anna), the Prophetess, the mother of the Prophet Samuel (12th c. BC)	1.0
missing	12-09	Saint Sophronius, Archbishop of Cyprus		0.0
present	12-09	Saint Stephen the “New Light” of Constantinople	St Stephen the New Light (Neolampes) of Constantinople (912)	1.0
missing	12-09	“Unexpected Joy” Icon of the Mother of God		0.0
elsewhere	12-09	Hieromonk Anthimus the Athonite, “Fool for Christ”	10-02  Bl. Andrew, Fool-for-Christ	0.75
present	12-10	Martyrs Menas, Hermogenes, and Eugraphus, of Alexandria	Martyrs Menas, Hermogenes, Eugraphus	1.0
missing	12-10	Saint Joasaph, Bishop of Belgorod		0.0
missing	12-10	Martyr Gemellus of Paphlagonia		0.0
present	12-10	Venerable Thomas of Bithynia	Thomas the Righteous of Bithynia	1.0
elsewhere	12-10	Righteous King John of Serbia, and his parents Righteous Stephen, Despot of Serbia, and Venerable Angelina of Serbia	12-02  Saint (Stephen) Uroš, King of Serbia (1367)	0.75
missing	12-10	Venerable Leontios of Achaia		0.0
probable	12-11	Venerable Daniel the Stylite of Constantinople	Ven. Daniel the Stylite	0.67
present	12-11	Venerable Nikon the Dry, of the Kiev Near Caves	Saint Nikon the Dry of the Kiev Caves (1101)	1.0
missing	12-11	Martyr Mirax of Egypt		0.0
missing	12-11	Martyrs Akepsimas and Aithalas of Egypt		0.0
present	12-11	Venerable Luke the New Stylite of Chalcedon	Our Venerable Father Luke the New Stylite (979)	1.0
missing	12-11	Synaxis of the Saints of Georgia		0.0
missing	12-12	Saint Mardarije (Uskokovic) of Libertyville		0.0
present	12-12	Saint Spyridon the Wonderworker, Bishop of Tremithus	St Spyridon the Wonderworker	1.0
missing	12-12	Venerable Therapon, Abbot of Monza		0.0
missing	12-12	Hieromartyr Alexander, Bishop of Jerusalem		0.0
missing	12-12	Martyr Synetus of Rome		0.0
missing	12-12	Martyr John, Abbot of the Zedazeni Monastery		0.0
present	12-13	Sunday of the Forefathers	Sunday of the Forefathers	1.0
elsewhere	12-13	Righteous Priest Aaron	09-02  Righteous Eleazar, son of Aaron and second High Priest of Israel	1.0
missing	12-13	Righteous Benjamin		0.0
missing	12-13	Righteous Deborah		0.0
missing	12-13	Righteous Hezron		0.0
missing	12-13	Righteous Isaac		0.0
missing	12-13	Righteous Jacob		0.0
missing	12-13	Righteous Judith		0.0
missing	12-13	Righteous Miriam		0.0
missing	12-13	Prophet Nathan		0.0
missing	12-13	Prophet Nehemiah		0.0
missing	12-13	Righteous Noah		0.0
missing	12-13	Righteous Rebecca		0.0
missing	12-13	Righteous Sarah		0.0
missing	12-13	Prophet Solomon		0.0
missing	12-13	Righteous Susanna		0.0
missing	12-13	Righteous Ruth		0.0
missing	12-13	Righteous Mary		0.0
present	12-13	Repose of Venerable Herman of Alaska, Wonderworker of All America	Repose Ven. Herman of Alaska, Wonderworker of All America	1.0
present	12-13	Martyrs Eustratius, Auxentius, Eugene, Mardarius, and Orestes, at Sebaste	Martyrs Eustratius, Auxentius, Eugene, Mardarius, and Orestes at Sebaste	1.0
present	12-13	Virgin Martyr Lucy of Syracuse	Holy Virgin Martyr Lucy of Syracuse (304)	1.0
missing	12-13	Venerable Arcadius of Novotorsk		0.0
probable	12-13	Venerable Mardarios the Recluse of the Kiev Caves	Martyrs Eustratius, Auxentius, Eugene, Mardarius, and Orestes at Sebaste	0.25
missing	12-13	Venerable Arsenius of Latros		0.0
present	12-13	Hieromartyr Gabriel of Serbia	Gabriel the Hieromartyr, Archbishop of Serbia	1.0
present	12-14	Martyrs Thyrsos, Leukios, and Kallinikos	Martyrs Thyrsus, Leucis, Callinicus	1.0
present	12-14	Martyrs Philemon, Apollonios, Arrian, and Theonas of Alexandria	Holy Martyrs Philemon, Apollonius, Arian and those with them (3rd c.)	0.75
missing	12-14	Saint Hilarion, Metropolitan of Suzdal and Yuriev		0.0
present	12-15	Hieromartyr Eleutherius, Bishop of Illyria, his mother, Martyr Evanthia, and Caribus the Eparch	Hieromartyr Eleutherius of Illyria and his mother, Martyr Evanthia	1.0
missing	12-15	Venerable Paul of Latros		0.0
present	12-15	Saint Stephen the Confessor, Archbishop of Sourozh, Crimea	St Stephen of Surozh	1.0
probable	12-15	Venerable Tryphon, Abbot of Pechenga	Our Venerable Father Tryphon of Kola, apostle of Laponia (1583), and his disciple the Holy Martyr Jonah (1590)	0.5
present	12-15	Martyr Jonah, disciple of Tryphon of Pechenga	Our Venerable Father Tryphon of Kola, apostle of Laponia (1583), and his disciple the Holy Martyr Jonah (1590)	0.75
probable	12-15	Martyr Eleutherius at Constantinople	Hieromartyr Eleutherius of Illyria and his mother, Martyr Evanthia	0.5
missing	12-15	Venerable Pardus the Hermit, of Palestine		0.0
missing	12-15	Hieromartyr Hilarion, Archbishop of Verey		0.0
missing	12-15	Saint Nectarius of Bitel		0.0
present	12-16	Prophet Haggai	Prophet Haggai	1.0
missing	12-16	Martyr Marinus of Rome		0.0
probable	12-16	Saint Theophanó the Wonderworker, wife of Emperor Leo the Wise	Holy Empress and Wonderworker Theophano (893)	0.5
missing	12-16	Venerable Sophia of Suzdal, the Wonderworker		0.0
